4.599761718750000000e+03,4.674790203571319580e-01
4.600208496093750000e+03,4.673449695110321045e-01
4.600655273437500000e+03,4.673158228397369385e-01
4.601102050781250000e+03,4.672226309776306152e-01
4.601548828125000000e+03,4.671781063079833984e-01
4.601996093750000000e+03,4.671206474304199219e-01
4.602442871093750000e+03,4.670638740062713623e-01
4.602889648437500000e+03,4.670378863811492920e-01
4.603336914062500000e+03,4.669712483882904053e-01
4.603784179687500000e+03,4.669729769229888916e-01
4.604230957031250000e+03,4.668985605239868164e-01
4.604678222656250000e+03,4.669247567653656006e-01
4.605125488281250000e+03,4.668440520763397217e-01
4.605572753906250000e+03,4.668918550014495850e-01
4.606020019531250000e+03,4.668061137199401855e-01
4.606467285156250000e+03,4.668730497360229492e-01
4.606914550781250000e+03,4.667832851409912109e-01
4.607362304687500000e+03,4.668670594692230225e-01
4.607809570312500000e+03,4.667740464210510254e-01
4.608256835937500000e+03,4.668726325035095215e-01
4.608704589843750000e+03,4.667769372463226318e-01
4.609152343750000000e+03,4.668885469436645508e-01
4.609599609375000000e+03,4.667905867099761963e-01
4.610047363281250000e+03,4.669136106967926025e-01
4.610495117187500000e+03,4.668137729167938232e-01
4.610942871093750000e+03,4.669466018676757812e-01
4.611390625000000000e+03,4.668450653553009033e-01
4.611838867187500000e+03,4.669865667819976807e-01
4.612286621093750000e+03,4.668834209442138672e-01
4.612734375000000000e+03,4.670322239398956299e-01
4.613182617187500000e+03,4.669275581836700439e-01
4.613630371093750000e+03,4.670825898647308350e-01
4.614078613281250000e+03,4.669764637947082520e-01
4.614526855468750000e+03,4.671367108821868896e-01
4.614975097656250000e+03,4.670290648937225342e-01
4.615422851562500000e+03,4.671935439109802246e-01
4.615871093750000000e+03,4.670843482017517090e-01
4.616319824218750000e+03,4.672522246837615967e-01
4.616768066406250000e+03,4.671414494514465332e-01
4.617216308593750000e+03,4.673119187355041504e-01
4.617664550781250000e+03,4.671994149684906006e-01
4.618113281250000000e+03,4.673717319965362549e-01
4.618561523437500000e+03,4.672574996948242188e-01
4.619010253906250000e+03,4.674310386180877686e-01
4.619458984375000000e+03,4.673148989677429199e-01
4.619907714843750000e+03,4.674890935420989990e-01
4.620355957031250000e+03,4.673709869384765625e-01
4.620804687500000000e+03,4.675453305244445801e-01
4.621253417968750000e+03,4.674252271652221680e-01
4.621702636718750000e+03,4.675992131233215332e-01
4.622151367187500000e+03,4.674770832061767578e-01
4.622600097656250000e+03,4.676503241062164307e-01
4.623049316406250000e+03,4.675261080265045166e-01
4.623498046875000000e+03,4.676982462406158447e-01
4.623947265625000000e+03,4.675720036029815674e-01
4.624396484375000000e+03,4.677428603172302246e-01
4.624845214843750000e+03,4.676145613193511963e-01
4.625294433593750000e+03,4.677838683128356934e-01
4.625743652343750000e+03,4.676536619663238525e-01
4.626192871093750000e+03,4.678213000297546387e-01
4.626642089843750000e+03,4.676892459392547607e-01
4.627091796875000000e+03,4.678551256656646729e-01
4.627541015625000000e+03,4.677214026451110840e-01
4.627990234375000000e+03,4.678855240345001221e-01
4.628439941406250000e+03,4.677503108978271484e-01
4.628889160156250000e+03,4.679127931594848633e-01
4.629338867187500000e+03,4.677764773368835449e-01
4.629788574218750000e+03,4.679372906684875488e-01
4.630238281250000000e+03,4.678000509738922119e-01
4.630687988281250000e+03,4.679594933986663818e-01
4.631137695312500000e+03,4.678216278553009033e-01
4.631587402343750000e+03,4.679799377918243408e-01
4.632037109375000000e+03,4.678418636322021484e-01
4.632486816406250000e+03,4.679993689060211182e-01
4.632937011718750000e+03,4.678614437580108643e-01
4.633386718750000000e+03,4.680184423923492432e-01
4.633836914062500000e+03,4.678812026977539062e-01
4.634287109375000000e+03,4.680379629135131836e-01
4.634736816406250000e+03,4.679018855094909668e-01
4.635187011718750000e+03,4.680588543415069580e-01
4.635637207031250000e+03,4.679243564605712891e-01
4.636087402343750000e+03,4.680820107460021973e-01
4.636537597656250000e+03,4.679494798183441162e-01
4.636987792968750000e+03,4.681081473827362061e-01
4.637438476562500000e+03,4.679782092571258545e-01
4.637888671875000000e+03,4.681382775306701660e-01
4.638339355468750000e+03,4.680112302303314209e-01
4.638789550781250000e+03,4.681730866432189941e-01
4.639240234375000000e+03,4.680493175983428955e-01
4.639690917968750000e+03,4.682132303714752197e-01
4.640141113281250000e+03,4.680930972099304199e-01
4.640591796875000000e+03,4.682592153549194336e-01
4.641042480468750000e+03,4.681429564952850342e-01
4.641493164062500000e+03,4.683115482330322266e-01
4.641944335937500000e+03,4.681991934776306152e-01
4.642395019531250000e+03,4.683702290058135986e-01
4.642845703125000000e+03,4.682618081569671631e-01
4.643296875000000000e+03,4.684352278709411621e-01
4.643747558593750000e+03,4.683306813240051270e-01
4.644198730468750000e+03,4.685061573982238770e-01
4.644649902343750000e+03,4.684050977230072021e-01
4.645100585937500000e+03,4.685824215412139893e-01
4.645551757812500000e+03,4.684843719005584717e-01
4.646002929687500000e+03,4.686628282070159912e-01
4.646454101562500000e+03,4.685672819614410400e-01
4.646905761718750000e+03,4.687461853027343750e-01
4.647356933593750000e+03,4.686522781848907471e-01
4.647808105468750000e+03,4.688307046890258789e-01
4.648259765625000000e+03,4.687375128269195557e-01
4.648710937500000000e+03,4.689144194126129150e-01
4.649162597656250000e+03,4.688207209110260010e-01
4.649614257812500000e+03,4.689947962760925293e-01
4.650065429687500000e+03,4.688992798328399658e-01
4.650517089843750000e+03,4.690691828727722168e-01
