4.6099843750000000e+03	4.3759855628013611e-01
4.6104335937500000e+03	4.3739482760429382e-01
4.6108828125000000e+03	4.3739649653434753e-01
4.6113320312500000e+03	4.3742167949676514e-01
4.6117812500000000e+03	4.3747076392173767e-01
4.6122304687500000e+03	4.3754398822784424e-01
4.6126801757812500e+03	4.3764141201972961e-01
4.6131293945312500e+03	4.3776327371597290e-01
4.6135791015625000e+03	4.3790957331657410e-01
4.6140283203125000e+03	4.3808025121688843e-01
4.6144780273437500e+03	4.3827524781227112e-01
4.6149277343750000e+03	4.3849435448646545e-01
4.6153774414062500e+03	4.3873727321624756e-01
4.6158271484375000e+03	4.3900367617607117e-01
4.6162768554687500e+03	4.3929326534271240e-01
4.6167265625000000e+03	4.3960547447204590e-01
4.6171762695312500e+03	4.3993994593620300e-01
4.6176264648437500e+03	4.4029590487480164e-01
4.6180761718750000e+03	4.4067278504371643e-01
4.6185263671875000e+03	4.4106993079185486e-01
4.6189760742187500e+03	4.4148653745651245e-01
4.6194262695312500e+03	4.4192180037498474e-01
4.6198764648437500e+03	4.4237479567527771e-01
4.6203266601562500e+03	4.4284474849700928e-01
4.6207768554687500e+03	4.4333052635192871e-01
4.6212270507812500e+03	4.4383132457733154e-01
4.6216772460937500e+03	4.4434595108032227e-01
4.6221274414062500e+03	4.4487342238426208e-01
4.6225781250000000e+03	4.4541260600090027e-01
4.6230283203125000e+03	4.4596248865127563e-01
4.6234790039062500e+03	4.4652181863784790e-01
4.6239291992187500e+03	4.4708946347236633e-01
4.6243798828125000e+03	4.4766423106193542e-01
4.6248305664062500e+03	4.4824504852294922e-01
4.6252812500000000e+03	4.4883063435554504e-01
4.6257319335937500e+03	4.4941982626914978e-01
4.6261826171875000e+03	4.5001146197319031e-01
4.6266333007812500e+03	4.5060434937477112e-01
4.6270839843750000e+03	4.5119735598564148e-01
4.6275351562500000e+03	4.5178937911987305e-01
4.6279858398437500e+03	4.5237919688224792e-01
4.6284370117187500e+03	4.5296582579612732e-01
4.6288876953125000e+03	4.5354822278022766e-01
4.6293388671875000e+03	4.5412525534629822e-01
4.6297900390625000e+03	4.5469605922698975e-01
4.6302412109375000e+03	4.5525962114334106e-01
4.6306923828125000e+03	4.5581507682800293e-01
4.6311435546875000e+03	4.5636156201362610e-01
4.6315947265625000e+03	4.5689842104911804e-01
4.6320458984375000e+03	4.5742470026016235e-01
4.6324970703125000e+03	4.5793986320495605e-01
4.6329487304687500e+03	4.5844334363937378e-01
4.6333999023437500e+03	4.5893451571464539e-01
4.6338515625000000e+03	4.5941290259361267e-01
4.6343032226562500e+03	4.5987826585769653e-01
4.6347543945312500e+03	4.6033000946044922e-01
4.6352060546875000e+03	4.6076810359954834e-01
4.6356577148437500e+03	4.6119219064712524e-01
4.6361093750000000e+03	4.6160236001014709e-01
4.6365610351562500e+03	4.6199834346771240e-01
4.6370131835937500e+03	4.6238029003143311e-01
4.6374648437500000e+03	4.6274837851524353e-01
4.6379165039062500e+03	4.6310263872146606e-01
4.6383686523437500e+03	4.6344342827796936e-01
4.6388203125000000e+03	4.6377104520797729e-01
4.6392724609375000e+03	4.6408587694168091e-01
4.6397246093750000e+03	4.6438831090927124e-01
4.6401767578125000e+03	4.6467897295951843e-01
4.6406289062500000e+03	4.6495836973190308e-01
4.6410810546875000e+03	4.6522712707519531e-01
4.6415332031250000e+03	4.6548593044281006e-01
4.6419853515625000e+03	4.6573546528816223e-01
4.6424375000000000e+03	4.6597659587860107e-01
4.6428901367187500e+03	4.6621009707450867e-01
4.6433422851562500e+03	4.6643677353858948e-01
4.6437949218750000e+03	4.6665745973587036e-01
4.6442475585937500e+03	4.6687316894531250e-01
4.6446997070312500e+03	4.6708473563194275e-01
4.6451523437500000e+03	4.6729302406311035e-01
4.6456049804687500e+03	4.6749916672706604e-01
4.6460576171875000e+03	4.6770387887954712e-01
4.6465102539062500e+03	4.6790823340415955e-01
4.6469628906250000e+03	4.6811312437057495e-01
4.6474160156250000e+03	4.6831947565078735e-01
4.6478686523437500e+03	4.6852815151214600e-01
4.6483217773437500e+03	4.6874001622200012e-01
4.6487744140625000e+03	4.6895599365234375e-01
4.6492275390625000e+03	4.6917682886123657e-01
4.6496806640625000e+03	4.6940329670906067e-01
4.6501337890625000e+03	4.6963614225387573e-01
4.6505864257812500e+03	4.6987611055374146e-01
4.6510400390625000e+03	4.7012379765510559e-01
4.6514931640625000e+03	4.7037976980209351e-01
4.6519462890625000e+03	4.7064465284347534e-01
4.6523994140625000e+03	4.7091883420944214e-01
4.6528530273437500e+03	4.7120279073715210e-01
4.6533061523437500e+03	4.7149682044982910e-01
4.6537597656250000e+03	4.7180137038230896e-01
4.6542128906250000e+03	4.7211650013923645e-01
4.6546665039062500e+03	4.7244247794151306e-01
4.6551201171875000e+03	4.7277939319610596e-01
4.6555737304687500e+03	4.7312730550765991e-01
4.6560273437500000e+03	4.7348612546920776e-01
4.6564809570312500e+03	4.7385585308074951e-01
4.6569345703125000e+03	4.7423630952835083e-01
4.6573881835937500e+03	4.7462728619575500e-01
4.6578422851562500e+03	4.7502851486206055e-01
4.6582958984375000e+03	4.7543963789939880e-01
4.6587500000000000e+03	4.7586032748222351e-01
4.6592041015625000e+03	4.7629016637802124e-01
4.6596577148437500e+03	4.7672861814498901e-01
4.6601118164062500e+03	4.7717517614364624e-01
4.6605659179687500e+03	4.7762924432754517e-01
4.6610200195312500e+03	4.7809028625488281e-01
4.6614741210937500e+03	4.7855755686759949e-01
4.6619282226562500e+03	4.7903040051460266e-01
4.6623828125000000e+03	4.7950819134712219e-01
4.6628369140625000e+03	4.7999018430709839e-01
4.6632915039062500e+03	4.8047554492950439e-01
4.6637456054687500e+03	4.8096349835395813e-01
4.6642001953125000e+03	4.8145338892936707e-01
4.6646547851562500e+03	4.8194432258605957e-01
4.6651088867187500e+03	4.8243549466133118e-01
4.6655634765625000e+03	4.8292618989944458e-01
4.6660180664062500e+03	4.8341563344001770e-01
4.6664726562500000e+03	4.8390284180641174e-01
4.6669277343750000e+03	4.8438736796379089e-01
4.6673823242187500e+03	4.8486813902854919e-01
4.6678369140625000e+03	4.8534467816352844e-01
4.6682919921875000e+03	4.8581615090370178e-01
4.6687465820312500e+03	4.8628178238868713e-01
4.6692016601562500e+03	4.8674109578132629e-01
4.6696567382812500e+03	4.8719337582588196e-01
4.6701118164062500e+03	4.8763802647590637e-01
4.6705668945312500e+03	4.8807454109191895e-01
4.6710219726562500e+03	4.8850229382514954e-01
4.6714770507812500e+03	4.8892086744308472e-01
4.6719321289062500e+03	4.8932978510856628e-01
4.6723872070312500e+03	4.8972871899604797e-01
4.6728427734375000e+03	4.9011740088462830e-01
4.6732978515625000e+03	4.9049529433250427e-01
4.6737534179687500e+03	4.9086239933967590e-01
4.6742084960937500e+03	4.9121826887130737e-01
4.6746640625000000e+03	4.9156287312507629e-01
4.6751196289062500e+03	4.9189609289169312e-01
4.6755751953125000e+03	4.9221786856651306e-01
4.6760307617187500e+03	4.9252808094024658e-01
4.6764863281250000e+03	4.9282684922218323e-01
4.6769418945312500e+03	4.9311426281929016e-01
4.6773974609375000e+03	4.9339023232460022e-01
4.6778535156250000e+03	4.9365517497062683e-01
4.6783090820312500e+03	4.9390909075737000e-01
4.6787651367187500e+03	4.9415227770805359e-01
4.6792207031250000e+03	4.9438503384590149e-01
4.6796767578125000e+03	4.9460747838020325e-01
4.6801328125000000e+03	4.9482011795043945e-01
4.6805888671875000e+03	4.9502328038215637e-01
4.6810449218750000e+03	4.9521729350090027e-01
4.6815009765625000e+03	4.9540421366691589e-01
4.6819570312500000e+03	4.9558126926422119e-01
4.6824135742187500e+03	4.9575042724609375e-01
4.6828696289062500e+03	4.9591210484504700e-01
4.6833256835937500e+03	4.9606686830520630e-01
4.6837822265625000e+03	4.9621516466140747e-01
4.6842387695312500e+03	4.9635738134384155e-01
4.6846948242187500e+03	4.9649405479431152e-01
4.6851513671875000e+03	4.9662569165229797e-01
4.6856079101562500e+03	4.9675267934799194e-01
4.6860644531250000e+03	4.9687561392784119e-01
4.6865209960937500e+03	4.9699476361274719e-01
4.6869775390625000e+03	4.9711075425148010e-01
4.6874345703125000e+03	4.9722385406494141e-01
4.6878911132812500e+03	4.9733459949493408e-01
4.6883481445312500e+03	4.9744334816932678e-01
4.6888046875000000e+03	4.9755042791366577e-01
4.6892617187500000e+03	4.9765625596046448e-01
4.6897187500000000e+03	4.9776107072830200e-01
4.6901752929687500e+03	4.9786525964736938e-01
4.6906323242187500e+03	4.9796900153160095e-01
4.6910893554687500e+03	4.9807262420654297e-01
4.6915463867187500e+03	4.9817639589309692e-01
4.6920039062500000e+03	4.9828025698661804e-01
4.6924609375000000e+03	4.9838450551033020e-01
4.6929179687500000e+03	4.9848935008049011e-01
4.6933754882812500e+03	4.9859467148780823e-01
4.6938325195312500e+03	4.9870067834854126e-01
4.6942900390625000e+03	4.9880734086036682e-01
4.6947475585937500e+03	4.9891465902328491e-01
4.6952050781250000e+03	4.9902257323265076e-01
4.6956625976562500e+03	4.9913096427917480e-01
4.6961201171875000e+03	4.9923983216285706e-01
