4.699454101562500000e+03,2.442741692066192627e-01
4.700318847656250000e+03,2.443077862262725830e-01
4.701184082031250000e+03,2.446326613426208496e-01
4.702049316406250000e+03,2.449711263179779053e-01
4.702914550781250000e+03,2.453084439039230347e-01
4.703780273437500000e+03,2.456596046686172485e-01
4.704645996093750000e+03,2.460097223520278931e-01
4.705511718750000000e+03,2.463739216327667236e-01
4.706377929687500000e+03,2.467371821403503418e-01
4.707244140625000000e+03,2.471147626638412476e-01
4.708110351562500000e+03,2.474914789199829102e-01
4.708976562500000000e+03,2.478827685117721558e-01
4.709843261718750000e+03,2.482732534408569336e-01
4.710710449218750000e+03,2.486785650253295898e-01
4.711577148437500000e+03,2.490831911563873291e-01
4.712444335937500000e+03,2.495028376579284668e-01
4.713311523437500000e+03,2.499218732118606567e-01
4.714179199218750000e+03,2.503562271595001221e-01
4.715046875000000000e+03,2.507899999618530273e-01
4.715914550781250000e+03,2.512392699718475342e-01
4.716782226562500000e+03,2.516880929470062256e-01
4.717650390625000000e+03,2.521526515483856201e-01
4.718518554687500000e+03,2.526167929172515869e-01
4.719387207031250000e+03,2.530969679355621338e-01
4.720255859375000000e+03,2.535766661167144775e-01
4.721124511718750000e+03,2.540726959705352783e-01
4.721993164062500000e+03,2.545683383941650391e-01
4.722862304687500000e+03,2.550804316997528076e-01
4.723731445312500000e+03,2.555922269821166992e-01
4.724601074218750000e+03,2.561290264129638672e-01
4.725470703125000000e+03,2.566586434841156006e-01
4.726340332031250000e+03,2.572053074836730957e-01
4.727209960937500000e+03,2.577520012855529785e-01
4.728080078125000000e+03,2.583160698413848877e-01
4.728950195312500000e+03,2.588802278041839600e-01
4.729820800781250000e+03,2.594620585441589355e-01
4.730690917968750000e+03,2.600440680980682373e-01
4.731561523437500000e+03,2.606440782546997070e-01
4.732432617187500000e+03,2.612443566322326660e-01
4.733303710937500000e+03,2.618629634380340576e-01
4.734174804687500000e+03,2.624819874763488770e-01
4.735045898437500000e+03,2.631197273731231689e-01
4.735917480468750000e+03,2.637580931186676025e-01
4.736789062500000000e+03,2.644154429435729980e-01
4.737660644531250000e+03,2.650736868381500244e-01
4.738532714843750000e+03,2.657514512538909912e-01
4.739404785156250000e+03,2.664301991462707520e-01
4.740276855468750000e+03,2.671290636062622070e-01
4.741149414062500000e+03,2.678292393684387207e-01
4.742021972656250000e+03,2.685500681400299072e-01
4.742895019531250000e+03,2.692726254463195801e-01
4.743767578125000000e+03,2.700165212154388428e-01
4.744640625000000000e+03,2.707626521587371826e-01
4.745514160156250000e+03,2.715308368206024170e-01
4.746387207031250000e+03,2.723018825054168701e-01
4.747260742187500000e+03,2.730959355831146240e-01
4.748134765625000000e+03,2.738935947418212891e-01
4.749008300781250000e+03,2.747153043746948242e-01
4.749882324218750000e+03,2.755415141582489014e-01
4.750756835937500000e+03,2.763931155204772949e-01
4.751630859375000000e+03,2.772502601146697998e-01
4.752505371093750000e+03,2.781343162059783936e-01
4.753380371093750000e+03,2.790252566337585449e-01
4.754254882812500000e+03,2.799448668956756592e-01
4.755129882812500000e+03,2.808730006217956543e-01
4.756005371093750000e+03,2.818318307399749756e-01
4.756880371093750000e+03,2.828011512756347656e-01
4.757755859375000000e+03,2.838035821914672852e-01
4.758631347656250000e+03,2.848187685012817383e-01
4.759507324218750000e+03,2.858698964118957520e-01
4.760383300781250000e+03,2.869365811347961426e-01
4.761259277343750000e+03,2.880423665046691895e-01
4.762135742187500000e+03,2.891669571399688721e-01
4.763012207031250000e+03,2.903344035148620605e-01
4.763888671875000000e+03,2.915243208408355713e-01
4.764765625000000000e+03,2.927615046501159668e-01
4.765642578125000000e+03,2.940254509449005127e-01
4.766519531250000000e+03,2.953415811061859131e-01
4.767396972656250000e+03,2.966894805431365967e-01
4.768274414062500000e+03,2.980951666831970215e-01
4.769151855468750000e+03,2.995382249355316162e-01
4.770029296875000000e+03,3.010454773902893066e-01
4.770907226562500000e+03,3.025964796543121338e-01
4.771785644531250000e+03,3.042188584804534912e-01
4.772663574218750000e+03,3.058921396732330322e-01
4.773541992187500000e+03,3.076446950435638428e-01
4.774420410156250000e+03,3.094562590122222900e-01
4.775299316406250000e+03,3.113558888435363770e-01
4.776178222656250000e+03,3.133233189582824707e-01
4.777057128906250000e+03,3.153885304927825928e-01
